11.653066 33.986941 49.377072
6.516621 21.612334 35.467287
5.449101 16.277720 29.078517
5.070137 11.757749 24.366061
5.115367 8.265678 21.449767
5.462912 8.846161 21.783066
5.386439 8.460659 21.714477
5.007150 7.999188 20.439376
4.618192 7.938922 18.742200
4.445261 7.845032 18.189779
-21.233854 7.355217 26.069756
-13.140188 7.583752 23.850157
-16.427399 7.569962 24.591813
-16.887065 7.572444 25.382996
-15.076480 7.380063 25.128752
-15.628887 7.430893 25.634943
-16.831215 7.507588 25.979191
-17.638464 7.446880 25.506779
-16.068865 7.654086 25.378998
-16.519560 8.029142 25.633182
-17.522817 7.942380 26.141409
-16.681037 7.570268 25.684189
-17.033186 7.675954 25.843249
-16.930069 7.748216 25.809677
-17.925360 7.717067 26.025755
-17.418025 7.538564 26.111532
-16.933373 7.467812 26.079302
-17.198515 7.611768 26.206779
-17.291296 7.571769 26.798865
-17.217579 7.662506 27.215449
-16.637927 7.712747 26.543624
-17.001687 7.961729 26.741457
-16.947304 8.207346 26.758711
-16.507426 8.001990 26.743905
-16.612664 7.937829 27.114029
-15.720056 7.931607 26.797186
-17.079618 8.496352 26.954101
-17.528244 8.579950 26.940504
-16.795697 8.607713 27.081805
-16.150936 8.929267 26.634997
-15.636280 8.854535 26.611103
-16.749248 8.804342 26.635489
-15.930599 8.578098 26.330513
-17.128146 8.400082 26.186036
-16.465158 8.577884 26.108955
-14.817206 8.604829 26.422947
-16.270802 9.068097 26.090781
-16.689511 9.078040 26.023294
-15.842713 8.777510 25.955450
-15.101529 9.069258 26.209764
-16.135267 9.349972 26.918763
-14.735348 9.467960 25.709247
-15.556399 9.219242 25.674120
-15.092608 9.182383 25.790616
-16.238848 8.998386 25.340180
-15.855482 9.163963 25.802572
-16.284767 8.850835 25.469130
-15.001991 8.582818 25.654315
-15.029741 8.465765 25.347587
-16.184841 8.472342 25.315927
-15.992344 8.559410 25.531357
-14.691617 8.709617 25.979638
-15.106841 8.765901 25.456073
-14.766300 8.543968 25.511992
-14.920289 8.545627 25.784020
-14.567170 8.259870 24.761661
-14.451200 7.778521 25.334821
-15.252721 8.117666 25.239427
-16.052230 8.323429 24.993929
-14.926154 8.342778 24.435114
-13.184234 7.942479 24.286167
-14.996251 8.131466 24.644884
-14.776747 7.969318 24.422156
